Species,Order,Spec.syn,gen_spec,Taxa,Mass_g,Tb,Tlc,Tuc,BMR_mlO2_h,CMIN_mlO2_hC,BMR_W,Source,diet,ForStrat,Nocturnal,Climate_McN,Torpor_McN,torpor,Nconstrained,Sconstrained,Tmin,Tmedian.min,T5q.min,T10q.min,Tsd.min,Tmad.min,Tmax,Tmedian.max,T5q.max,T10q.max,Tsd.max,Tmad.max,UpperLat,LowerLat,ShapeName,Area
Gerbillus pyramidum,Rodentia,Gerbillus pyramidum,Gerbillus_pyramidum,Mammal,53,36.25,30,31,52.70555556,NA,0.294444444,KhaliqHof,PlantSeed,G,1,T,N,0,0,0,-2,8.7,2.035,4.8,3.059459205,2.29803,42.4,40.1,42.2,42,1.512253601,1.63086,31.60323715,13.22594959,NA,448
Meriones unguiculatus,Rodentia,Meriones unguiculatus,Meriones_unguiculatus,Mammal,61,38.35,30,40,77.06944444,NA,0.430555556,KhaliqHof,PlantSeed,G,1,T,N,0,0,0,-42.9,-30.65,-40.7,-39.61,5.828926357,7.48713,33.5,27.05,31.5,30.5,5.063693501,3.18759,57.31602863,33.41273898,NA,440
Acomys cahirinus,Rodentia,Acomys cahirinus,Acomys_cahirinus,Mammal,42,37.65,27,32.5,46.182,NA,0.258,KhaliqHof,PlantSeed,G,1,NA,NA,NA,0,0,-8.3,6.75,-3.4,1.04,6.397349004,3.48411,47.4,39.9,46.8,45.4,3.454819589,1.63086,32.91314316,11.01090013,NA,608
Saccostomus campestris,Rodentia,Saccostomus campestris,Saccostomus_campestris,Mammal,61.3,35.4,28,32,81.7,11.04,0.286111111,KhaliqHof,PlantSeed,G,1,T,Y,1,0,1,-0.1,9.3,1.59,2.79,4.890965086,4.96671,34.4,31.35,33.5,33,1.457119757,1.40847,-6.714164407,-34.47466441,NA,340
Steatomys pratensis,Rodentia,Steatomys pratensis,Steatomys_pratensis,Mammal,37.5,34.25,28,32,36.29722222,NA,0.202777778,KhaliqHof,Omnivore,G,1,T/TR,Y,1,0,0,-1.5,6.4,-0.845,0.21,6.347184522,7.33887,38.9,33.3,36.4,35.9,2.634249853,2.74281,6.751135592,-28.81136441,NA,332
Octodon degus,Rodentia,Octodon degus,Octodon_degus,Mammal,206,37.6,27,35,191.6,18.08,0.958,KhaliqHof,PlantSeed,G,0,NA,NA,NA,0,0,-3.5,2.1,-3.09,-0.99,2.495901402,3.26172,29.7,28,29.58,29.2,2.16341581,1.63086,-28.68437576,-34.98395511,NA,22
Octodontomys gliroides,Rodentia,Octodontomys gliroides,Octodontomys_gliroides,Mammal,152,37.2,25,35,130.7,10.71,0.730555556,KhaliqHof,FruiNect,G,0,T,N,0,0,0,-13.7,-5.3,-10.9,-9.8,4.248614689,5.04084,29.3,25.3,28.9,28.2,4.776034206,3.55824,-15.69570446,-28.64121302,NA,61
Spalacopus cyanus,Rodentia,Spalacopus cyanus,Spalacopus_cyanus,Mammal,185,36,26.5,34,112.1,11.8,0.569444444,KhaliqHof,PlantSeed,G,0,T,N,0,0,0,-10.6,3.6,-7.775,-3.67,4.024507144,1.18608,30,27.7,29.9,29.9,3.932461231,2.37216,-26.92913818,-36.39185333,NA,34
Pedetes capensis,Rodentia,Pedetes capensis,Pedetes_capensis,Mammal,2300,36,23,33,736,56.62,4.425,KhaliqHof,PlantSeed,G,1,T/TR,N,0,0,1,-2.4,6.1,-1.7,0.1,4.352298434,5.1891,33.7,30.6,32.9,32.36,1.763901088,1.63086,-7.823564408,-34.05256441,NA,275
Spermophilus beecheyi,Rodentia,Spermophilus beecheyi,Spermophilus_beecheyi,Mammal,599.6,37.6,25,30,317.8,25.22,1.772222222,KhaliqHof,Omnivore,G,0,T,HIB,1,0,0,-11.8,-1.1,-7.97,-7.5,4.659317557,6.52344,44.3,30.4,40.17,38.08,6.610718743,6.22692,46.92555298,28.55089652,NA,127
Ammospermophilus leucurus,Rodentia,Ammospermophilus leucurus,Ammospermophilus_leucurus,Mammal,96,37.2,31,34,103,16.61,0.552777778,KhaliqHof,Omnivore,G,0,T,N,0,0,0,-19.5,-10.6,-16.1,-15.41,3.117962957,3.85476,37.4,32.7,35.6,35.4,3.545998465,2.89107,44.14162078,22.86713219,NA,170
Tamiasciurus hudsonicus,Rodentia,Tamiasciurus hudsonicus,Tamiasciurus_hudsonicus,Mammal,231,38.85,15,27,243.6388889,NA,1.361111111,KhaliqHof,Omnivore,Ar,0,T,N,0,0,0,-36.7,-31.8,-36.2,-36.1,4.575108774,4.15128,39.8,22.1,33.355,31.71,7.169758291,9.78516,67.78193559,32.30183559,NA,1350
Cynomys ludovicianus,Rodentia,Cynomys ludovicianus,Cynomys_ludovicianus,Mammal,1112.3,37.2,30,35,422.7,58.71,2.358333333,KhaliqHof,PlantSeed,G,0,T,Y,1,0,0,-19.5,-17.8,-19.2,-19,1.895677482,1.4826,38.7,34.2,37.46,36.7,4.307903629,2.2239,49.39763559,29.10523559,NA,209
Tamias striatus,Rodentia,Tamias striatus,Tamias_striatus,Mammal,92.2,38.35,28.5,32,89.99722222,NA,0.502777778,KhaliqHof,Omnivore,G,0,T,Y,1,0,0,-27.7,-25.7,-27.4,-27.2,4.331565074,1.92738,34.5,31.3,34.04,33.68,4.288047687,3.40998,51.67013559,29.90163559,NA,513
Tamias minimus,Rodentia,Tamias minimus,Tamias_minimus,Mammal,50.6,37.15,26,34,76.57222222,NA,0.427777778,KhaliqHof,FruiNect,G,0,T,Y,1,0,0,-35.5,-31.9,-33.87,-33.4,1.968190614,1.03782,41.7,26.8,35.4,33.5,6.282221281,5.48562,66.37793559,34.57863559,NA,727
Tamias merriami,Rodentia,Tamias merriami,Tamias_merriami,Mammal,75,37,29,35,91.2,11.4,0.438888889,KhaliqHof,FruiNect,G,0,T,Y,1,0,0,-12.2,-0.5,-10.74,-10.24,5.280042125,5.04084,39.9,28.2,36.82,36.5,7.248967447,10.52646,38.68775346,32.4214458,NA,77
Tachyoryctes splendens,Rodentia,Tachyoryctes splendens,Tachyoryctes_splendens,Mammal,191,36.2,27,35,163.5,17.77,0.841666667,KhaliqHof,PlantSeed,G,1,TR,N,0,0,0,3.8,12.35,6.965,7.7,2.958095314,3.48411,40.2,29.35,38.335,37.2,4.874822025,4.52193,14.59273559,-4.551664408,NA,174
Spalax leucodon,Rodentia,Spalax leucodon,Spalax_leucodon,Mammal,207.7,37,25,34,159.9,13.33,0.830555556,KhaliqHof,PlantSeed,G,0,T,N,0,0,0,-10.3,-5.6,-9.2,-8.77,1.916214764,1.92738,33.4,27.8,31.9,31.07,3.326700393,3.11346,49.2705354,37.28805542,NA,164
Tupaia belangeri,Scandentia,Tupaia belangeri,Tupaia_belangeri,Mammal,186,39.4,27.5,35,139.2,14.81,0.705555556,KhaliqHof,Invertebrate,G,0,TR,N,0,0,1,-20.5,-9.45,-18.3,-17.77,8.516161795,12.30558,37.5,32.6,35.635,34.57,1.769905449,1.33434,30.3189373,8.559637069,NA,294
Blarina brevicauda,Soricomorpha,Blarina brevicauda,Blarina_brevicauda,Mammal,20.5,38,25,33,66,5.08,0.291666667,KhaliqHof,Omnivore,G,1,T,N,0,0,0,-28.7,-24.7,-28.1,-27.7,4.628694185,3.40998,34.6,31,33.7,33.5,4.184632731,3.26172,55.61073559,32.87633559,NA,585
Neomys anomalus,Soricomorpha,Neomys anomalus,Neomys_anomalus,Mammal,13.4,35.15,25,30,66.767,NA,0.373,KhaliqHof,Omnivore,G,1,NA,NA,NA,0,0,-13.9,-4.55,-13.7,-12.5,6.063822035,7.04235,41.1,28.5,34.4,33.1,2.979931738,2.52042,54.83579139,29.45347537,NA,654
Neomys fodiens,Soricomorpha,Neomys fodiens,Neomys_fodiens,Mammal,14.2,37.45,25,30,39.28055556,NA,0.219444444,KhaliqHof,Omnivore,G,1,T,N,0,0,0,-39.3,-24.3,-33.95,-31.9,11.06878885,9.6369,33.9,26.5,30.3,29.8,3.745318691,3.11346,71.13301849,39.06939316,NA,1751
Notiosorex crawfordi,Soricomorpha,Notiosorex crawfordi,Notiosorex_crawfordi,Mammal,4,38,32,36,13.1,2.18,0.072222222,KhaliqHof,Invertebrate,G,1,T,Y,1,0,0,-20.7,-5.6,-12.095,-9.59,4.24422957,3.11346,42.3,33.75,38.79,37.19,3.902985349,2.44629,38.44313559,20.05423559,NA,322
Sorex minutus,Soricomorpha,Sorex minutus,Sorex_minutus,Mammal,4.45,38.65,24,30,28.34166667,NA,0.158333333,KhaliqHof,Invertebrate,G,1,T,N,0,0,0,-40.2,-21.7,-34.555,-34,12.27753121,14.52948,40.9,28.3,32.255,31.3,5.655470195,3.26172,71.13301849,26.44162018,NA,1510
Sorex cinereus,Soricomorpha,Sorex cinereus,Sorex_cinereus,Mammal,3.5,38.55,25,30,26.35277778,NA,0.147222222,KhaliqHof,Invertebrate,G,1,T,N,0,0,0,-38.9,-31.8,-36.8,-35.9,5.490369435,4.15128,35.1,22.2,32.38,31.4,6.991042763,10.08168,71.39063559,34.59663559,NA,1385
Neurotrichus gibbsii,Soricomorpha,Neurotrichus gibbsii,Neurotrichus_gibbsii,Mammal,11.8,38.7,25,32,46.5,3.39,NA,KhaliqHof,Invertebrate,G,1,NA,NA,NA,0,0,-12.5,-8.7,-12.31,-11.63,4.797688219,3.92889,29.3,22.4,25.81,24.74,2.537760543,2.14977,49.95233559,36.55583559,NA,50
Condylura cristata,Soricomorpha,Condylura cristata,Condylura_cristata,Mammal,49,37.7,24.5,33,110.3,8.36,0.615,KhaliqHof,Invertebrate,G,1,NA,NA,NA,0,0,-29.3,-28,-29.2,-29,3.316670619,1.03782,33.4,28.2,32,31.7,4.940828812,3.55824,55.45563559,30.15523559,NA,533
Scalopus aquaticus,Soricomorpha,Scalopus aquaticus,Scalopus_aquaticus,Mammal,48,36,26,33,67.7,6.77,0.377777778,KhaliqHof,Invertebrate,G,1,T,N,0,0,0,-21.2,-12.4,-19.6,-18.16,3.59631088,3.7065,38.2,32.4,36,34.9,2.537097168,1.18608,46.26933559,24.74423559,NA,425
Didelphis marsupialis,Didelphimorphia,Didelphis marsupialis,Didelphis_marsupialis,Mammal,1300,35,26,NA,610.5888889,NA,3.411111111,RiekGeiser,Omnivore,S,1,TR,N,0,0,0,-14.1,14.8,-6.77,-4.14,8.979592528,6.37518,35.8,32.4,34.5,34,1.533303424,1.33434,23.47847544,-18.501581,NA,687
Chironectes minimus,Didelphimorphia,Chironectes minimus,Chironectes_minimus,Mammal,946,35,24,NA,365.9555556,NA,2.044444444,RiekGeiser,Invertebrate,G,1,TR,N,0,0,0,-10,14.9,-0.84,6.6,6.233136018,5.33736,35.8,31.9,34.5,34,1.929505045,1.63086,18.97157064,-32.63604508,NA,737
Sminthopsis crassicaudata,Dasyuromorphia,Sminthopsis crassicaudata,Sminthopsis_crassicaudata,Mammal,17,35.2,28.6,NA,21.87777778,NA,0.122222222,RiekGeiser,Invertebrate,G,1,T,Y,1,0,1,0.3,6.1,1.655,2.7,2.031479301,1.18608,40.6,38,39.745,38.7,1.77838006,0.88956,-20.5442489,-38.85948181,NA,452
Dasyuroides byrnei,Dasyuromorphia,Dasyuroides byrnei,Dasyuroides_byrnei,Mammal,120,35.2,27.9,NA,82.53888889,NA,0.461111111,RiekGeiser,VertFishScav,G,1,T,Y,1,0,0,5.8,6.3,5.8,5.8,0.212169444,0.14826,38.7,38.3,38.525,38.5,0.18516402,0.14826,-22.73705673,-27.41814505,NA,36
Planigale tenuirostris,Dasyuromorphia,Planigale tenuirostris,Planigale_tenuirostris,Mammal,7,34.5,33,NA,11.43611111,NA,0.063888889,RiekGeiser,Omnivore,G,1,TR,Y,1,0,0,1.8,3.7,2.34,2.7,0.961095933,0.88956,38.8,37.5,38.7,38.6,1.890015358,1.4826,-20.43652835,-35.41024806,NA,189
Isoodon macrourus,Peramelemorphia,Isoodon macrourus,Isoodon_macrourus,Mammal,1551,35.9,30,NA,634.9527778,NA,3.547222222,RiekGeiser,Invertebrate,G,1,T/TR,N,0,1,0,-0.3,13.2,3.465,4.63,4.387775912,2.52042,38.7,36,38.4,38.2,3.38293442,2.07564,-8.186808586,-33.80034924,NA,334
Cercartetus concinnus,Diprotodontia,Cercartetus concinnus,Cercartetus_concinnus,Mammal,18.6,34.4,28,30,22.375,NA,0.125,RiekGeiser,Omnivore,Ar,1,T,HIB,1,0,1,2,4.95,3.9,4.17,0.897191891,0.81543,35,32.6,34.8,34.7,2.210798049,1.77912,-30.24902228,-37.65387886,NA,328
Burramys parvus,Diprotodontia,Burramys parvus,Burramys_parvus,Mammal,44.3,36.1,27.7,30,36.79444444,NA,0.205555556,RiekGeiser,Omnivore,Ar,1,T,HIB,1,0,0,-4.7,-3.4,-4.61,-4.52,0.822018422,0.29652,26.1,21.3,25.32,24.54,2.626059877,2.07564,-36.29227399,-37.22699382,NA,7
Dromiciops gliroides,Microbiotheria,Dromiciops gliroides,Dromiciops_gliroides,Mammal,40.2,35.5,29,NA,31.82222222,NA,0.177777778,RiekGeiser,Invertebrate,S,1,T,HIB,1,0,0,-4.8,1.2,-3.8,-3.6,3.631508172,5.1891,28,23,26.84,25.44,3.166335589,1.77912,-35.47853565,-43.43461227,NA,43
Rousettus amplexicaudatus,Chiroptera,Rousettus amplexicaudatus,Rousettus_amplexicaudatus,Mammal,91.5,36.5,26,NA,104.4166667,NA,0.583333333,RiekGeiser,FruiNect,Ar,1,TR,N,0,0,1,-0.8,21.8,6.8,8.1,5.526360735,1.33434,33.5,31.4,32.5,32.3,1.05507299,0.88956,24.96783559,-10.94086441,NA,779
Eptesicus fuscus,Chiroptera,Eptesicus fuscus,Eptesicus_fuscus,Mammal,15,36,26.7,NA,20.227,NA,0.113,RiekGeiser,Invertebrate,A,1,NA,NA,NA,0,0,-30.8,-25.9,-30.4,-29.8,12.22494767,3.55824,37.2,32,35.4,34.6,4.9641205,2.81694,60.21343559,-2.962464407,NA,803
Lasiurus seminolus,Chiroptera,Lasiurus seminolus,Lasiurus_seminolus,Mammal,9.8,35.1,32,NA,13.425,NA,0.075,RiekGeiser,Invertebrate,A,1,T,Y,1,0,0,-10.8,-2.6,-6.17,-5.27,2.069873249,2.07564,36.1,32.3,35.4,35.1,1.403851534,0.7413,42.52453559,25.12803559,NA,314
Lasiurus borealis,Chiroptera,Lasiurus borealis,Lasiurus_borealis,Mammal,12.2,35.7,32,NA,17.40277778,NA,0.097222222,RiekGeiser,Invertebrate,A,1,T,Y,1,0,0,-24.4,-17.4,-23.86,-23.32,4.588152322,6.07866,38.1,32,34.86,33.2,4.443716022,1.63086,50.31148299,21.73143559,NA,509
Lasiurus intermedius,Chiroptera,Lasiurus intermedius,Lasiurus_intermedius,Mammal,22.6,35.8,34,NA,18.39722222,NA,0.102777778,RiekGeiser,Invertebrate,A,1,T,Y,1,0,0,-9,0.8,-2.27,-0.6,4.845874567,1.26021,37.8,33.4,37,36.1,2.313781034,2.07564,40.89083559,9.610835593,NA,374
Leptonycteris curasoae,Chiroptera,Leptonycteris curasoae,Leptonycteris_curasoae,Mammal,24,35.7,30.5,37,33.81111111,NA,0.188888889,RiekGeiser,Omnivore,Ar,1,TR,N,0,0,0,7.9,21.4,13.695,18.49,2.521575822,0.88956,36,34.3,35.9,35.8,3.332420578,1.63086,12.63063559,2.631235592,NA,174
Choeroniscus godmani,Chiroptera,Choeroniscus godmani,Choeroniscus_godmani,Mammal,10.1,36.6,32,NA,18.89444444,NA,0.105555556,RiekGeiser,Omnivore,Ar,1,TR,N,0,0,0,2.3,20.1,6.84,9,5.331719761,3.26172,37.8,33.6,36.13,35.6,2.468206746,1.77912,25.05363559,0.969835593,NA,615
Uroderma bilobatum,Chiroptera,Uroderma bilobatum,Uroderma_bilobatum,Mammal,16,35.1,28,35.6,26.35277778,NA,0.147222222,RiekGeiser,FruiNect,Ar,1,TR,N,0,0,0,-13.3,14.6,-8.1,-6.4,9.406577441,6.6717,35.9,32.4,35,34.4,1.577952252,1.33434,19.07863559,-25.48506441,NA,727
Platyrrhinus lineatus,Chiroptera,Platyrrhinus lineatus,Platyrrhinus_lineatus,Mammal,22,36.4,28,NA,44.75,NA,0.25,RiekGeiser,FruiNect,Ar,1,NA,NA,NA,0,0,-13.5,9.6,-9.215,-7.63,9.273709531,7.26474,35.6,33.2,35.2,35,5.428512162,2.2239,12.46333559,-33.14486441,NA,538
Artibeus concolor,Chiroptera,Artibeus concolor,Artibeus_concolor,Mammal,20,35.3,28,NA,32.81666667,NA,0.183333333,RiekGeiser,FruiNect,Ar,1,TR,N,0,0,0,13.8,17,14.7,15.1,1.531873231,1.4826,35.7,33.6,35.2,35,1.665406973,1.4826,10.02043559,-13.02236441,NA,485
Mormoops megalophylla,Chiroptera,Mormoops megalophylla,Mormoops_megalophylla,Mammal,16.5,36.9,33.5,39.5,24.36388889,NA,0.136111111,RiekGeiser,Invertebrate,A,1,TR,N,0,0,0,-9.5,18.2,-4.8,-3.5,10.14537103,5.63388,38,33.1,36.465,35.4,2.405656045,2.07564,33.12333559,-6.707064407,NA,648
Pteronotus personatus,Chiroptera,Pteronotus personatus,Pteronotus_personatus,Mammal,14,37.5,34,38.5,22.87222222,NA,0.127777778,RiekGeiser,Invertebrate,A,1,TR,N,0,0,0,-12.1,16.5,7.44,11.3,5.362943165,3.26172,39,32.7,35.7,35.2,2.45020864,2.37216,27.08713559,-16.31896441,NA,895
Pteronotus davyi,Chiroptera,Pteronotus davyi,Pteronotus_davyi,Mammal,9.4,38.8,34.5,43,15.41388889,NA,0.086111111,RiekGeiser,Invertebrate,A,1,TR,N,0,0,0,-2,18.85,3.175,4.95,6.870776023,4.89258,37.8,33.4,36.325,35.75,2.889380899,1.92738,29.71093559,-7.652564408,NA,796
Calomys musculinus,Rodentia,Calomys musculinus,Calomys_musculinus,Mammal,16.9,36.3,27,NA,27.84444444,NA,0.155555556,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-5.4,2.1,-3.52,-2.9,2.474256255,2.37216,35.1,30.6,34.92,34.7,4.615109325,3.55824,-15.01656441,-48.10826441,NA,177
Microtus agrestis,Rodentia,Microtus agrestis,Microtus_agrestis,Mammal,26.3,37.6,25,NA,63.64444444,NA,0.355555556,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-47.4,-26.6,-42.615,-40.6,14.02247924,16.3086,32.5,24.9,28.6,27.8,2.926589375,2.52042,71.12249756,39.37810925,NA,1698
Neotoma fuscipes,Rodentia,Neotoma fuscipes,Neotoma_fuscipes,Mammal,187,36.6,23,NA,147.1777778,NA,0.822222222,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-8.5,-2.1,-8.3,-8.1,3.97582311,6.07866,37.6,27,36.5,36.3,4.446619641,3.26172,45.83543559,34.83583559,NA,61
Clethrionomys rufocanus,Rodentia,Myodes rufocanus,Clethrionomys_rufocanus,Mammal,23.1,36.7,22.5,27.5,57.459,NA,0.321,RiekGeiser,NA,NA,NA,NA,NA,NA,0,0,-52.5,-33.75,-46.5,-42.9,11.60793902,10.74885,29.5,22.4,26.5,25.47,3.965433991,3.26172,72.74603167,38.71749115,NA,2074
Reithrodontomys megalotis,Rodentia,Reithrodontomys megalotis,Reithrodontomys_megalotis,Mammal,10.6,36.8,31,NA,19.88888889,NA,0.111111111,RiekGeiser,PlantSeed,G,1,T,Y,1,0,0,-21.8,-18,-21,-20.6,5.834037571,2.81694,40.1,32.7,38,36.7,4.547709879,4.4478,50.61007376,15.95104427,NA,451
Rattus norvegicus,Rodentia,Rattus norvegicus,Rattus_norvegicus,Mammal,275,37,24,NA,251.316,NA,1.404,RiekGeiser,Omnivore,G,1,NA,NA,NA,0,0,-46.7,-27.1,-40.1,-38.2,12.81591823,13.19514,41.6,29.6,35.2,32.8,8.119577633,4.00302,72.82066455,-11.00485134,NA,2541
Marmota monax,Rodentia,Marmota monax,Marmota_monax,Mammal,6000,37,20,NA,661.3055556,NA,3.694444444,RiekGeiser,Omnivore,G,0,T,HIB,1,0,0,-34.9,-30.35,-33.3,-32.8,3.470671363,2.44629,34.2,24.2,33.6,33.15,6.146295798,8.30256,65.70373559,31.66163559,NA,1136
Octomys mimax,Rodentia,Octomys mimax,Octomys_mimax,Mammal,118.6,36.7,22.2,NA,114.8583333,NA,0.641666667,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-5.7,-0.7,-5.455,-4.95,2.655239886,3.40998,34.2,32.95,34.1,34.1,4.891772356,1.70499,-28.86118492,-32.84388722,NA,30
Tympanoctomys barrerae,Rodentia,Tympanoctomys barrerae,Tympanoctomys_barrerae,Mammal,71.4,35.7,24.8,NA,77.06944444,NA,0.430555556,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-3.4,-0.05,-2.995,-2.89,1.675207553,1.85325,33.7,32.45,33.7,33.7,2.394695617,1.85325,-31.15407509,-38.35212277,NA,22
Lagidium viscacia,Rodentia,Lagidium viscacia,Lagidium_viscacia,Mammal,2055,36.7,18.4,NA,698.1,NA,3.9,RiekGeiser,PlantSeed,G,0,T,N,0,0,0,-10.3,-0.8,-6.56,-4.43,4.296384973,4.00302,34.1,29.25,33.045,32.63,4.86076762,3.78063,-14.57075592,-43.30708313,NA,98
Chinchilla chinchilla,Rodentia,Chinchilla chinchilla,Chinchilla_chinchilla,Mammal,454,37.6,22,NA,225.7388889,NA,1.261111111,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-14,-12,-13.58,-13.22,1.344981174,1.33434,20.5,15.9,20.38,20.16,2.246050665,1.77912,-21.73362939,-23.13056325,NA,13
Erethizon dorsatum,Rodentia,Erethizon dorsatum,Erethizon_dorsatum,Mammal,5530,37.5,7,NA,2779.472222,NA,15.52777778,RiekGeiser,PlantSeed,S,1,T,N,0,0,0,-38.9,-32,-36.015,-34.4,4.055541519,2.81694,44,23.3,37.4,35.3,7.713726469,9.93342,70.83579409,26.93827859,NA,1258
Heliophobius argenteocinereus,Rodentia,Heliophobius argenteocinereus,Heliophobius_argenteocinereus,Mammal,89,34,28,NA,74.58333333,NA,0.416666667,RiekGeiser,PlantSeed,G,0,TR,N,0,0,0,4.8,13.8,5.4,5.7,4.422258095,4.59606,38.1,32.7,36.96,36.5,2.196240122,2.07564,-0.905464407,-18.48036441,NA,189
Zapus hudsonius,Rodentia,Zapus hudsonius,Zapus_hudsonius,Mammal,19,37.3,32,NA,39.201,NA,0.219,RiekGeiser,PlantSeed,G,1,NA,NA,NA,0,0,-34.9,-30.25,-33.4,-33,5.215656556,3.48411,37.1,21.5,34,33,7.392990801,9.04386,65.02593559,31.67323559,NA,1292
Lepus americanus,Lagomorpha,Lepus americanus,Lepus_americanus,Mammal,1581,39.8,10,NA,1196.813889,NA,6.686111111,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-38.5,-32,-35.4,-35,5.180553557,3.7065,36.7,22.4,32.38,30.1,6.373198853,8.74734,68.59793559,35.47893559,NA,1385
Lepus californicus,Lagomorpha,Lepus californicus,Lepus_californicus,Mammal,2300,39.2,14,NA,1116.263889,NA,6.236111111,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-18.1,-12.3,-16.7,-15.5,4.157523535,2.2239,39.4,30.3,35.1,34.5,4.104875297,4.59606,47.97623559,19.44143559,NA,387
Lepus townsendii,Lagomorpha,Lepus townsendii,Lepus_townsendii,Mammal,2430,38.2,11,NA,1261.452778,NA,7.047222222,RiekGeiser,PlantSeed,G,1,T,N,0,0,0,-27.4,-22.65,-26.9,-26.6,6.473050183,4.96671,39.1,30.9,34.965,34,3.522847471,2.66868,54.66813559,36.04063559,NA,408
Heterohyrax brucei,Hyracoidea,Heterohyrax brucei,Heterohyrax_brucei,Mammal,2000,36.7,24,NA,718.9833333,NA,4.016666667,RiekGeiser,PlantSeed,S,0,TR,N,0,0,0,1.6,14.15,3.2,4.2,6.76906762,10.30407,42.4,36,41.6,41,3.835321939,4.29954,21.46603559,-24.81476441,NA,398
Erinaceus europaeus,Erinaceomorpha,Erinaceus europaeus,Erinaceus_europaeus,Mammal,749,34,27.5,NA,337.1166667,NA,1.883333333,RiekGeiser,Invertebrate,G,1,T,Y,1,0,0,-21.3,-6.15,-19.895,-18.49,8.860908811,12.37971,32,25.25,30.8,30,3.666057879,4.96671,68.87883559,36.00033559,NA,662
Hemiechinus auritus,Erinaceomorpha,Hemiechinus auritus,Hemiechinus_auritus,Mammal,397,33.8,30,NA,151.6527778,NA,0.847222222,RiekGeiser,Omnivore,G,1,T,Y,1,0,0,-36.9,-21,-32.33,-26.1,12.40177342,5.33736,46.1,31.7,41.7,39.96,7.620204245,6.96822,54.81023559,28.24563559,NA,1135
Hylomys suillus,Erinaceomorpha,Hylomys suillus,Hylomys_suillus,Mammal,67,37.2,31,NA,80.05277778,NA,0.447222222,RiekGeiser,Invertebrate,G,1,TR,N,0,0,1,-3.9,17,0.52,2.64,7.819807246,8.00604,33.5,31.8,32.58,32.46,1.746670278,0.88956,25.70833559,-8.780764407,NA,265
Sorex vagrans,Soricomorpha,Sorex vagrans,Sorex_vagrans,Mammal,5.2,38,32,NA,19.88888889,NA,0.111111111,RiekGeiser,Invertebrate,G,1,T,N,0,0,0,-19.9,-11.45,-19.255,-18.41,7.239334421,9.6369,35.5,26.7,33.6,33,6.062580171,8.00604,51.63043559,36.61183559,NA,210
Sorex coronatus,Soricomorpha,Sorex coronatus,Sorex_coronatus,Mammal,9.4,37.6,27,NA,51.71111111,NA,0.288888889,RiekGeiser,Invertebrate,G,1,T,N,0,0,0,-10.2,-1.8,-8.125,-7.1,3.285332451,3.11346,30,25.4,28.9,28.55,4.395397391,3.92889,53.81046263,40.66541021,NA,256
Sorex araneus,Soricomorpha,Sorex araneus,Sorex_araneus,Mammal,7.5,38,35,NA,46.73888889,NA,0.261111111,RiekGeiser,Invertebrate,G,1,T,N,0,0,0,-42.3,-22.2,-40.075,-37.5,12.82429769,14.97426,31.9,25.9,30,29.65,4.498894851,4.4478,71.13301849,40.67635621,NA,1446
Suncus murinus,Soricomorpha,Suncus murinus,Suncus_murinus,Mammal,52,38.7,27,NA,88.00833333,NA,0.491666667,RiekGeiser,Invertebrate,G,1,T,Y,1,0,1,-23.2,2.4,-14.585,-9.3,10.19986553,7.70952,42.2,32,36.485,35,2.397546739,1.63086,35.47013559,-25.60896441,NA,964
Rangifer tarandus,Cetartiodactyla,Rangifer tarandus,Rangifer_tarandus,Mammal,64500,38,5,NA,23863.68333,NA,133.3166667,RiekGeiser,PlantSeed,G,0,T,N,0,1,0,-45.8,-34.9,-42.5,-41.8,8.376712803,5.78214,30.5,21.3,24.8,24.2,4.642844414,3.7065,83.11063559,45.55333559,NA,3331
Odocoileus virginianus,Cetartiodactyla,Odocoileus virginianus,Odocoileus_virginianus,Mammal,65000,38,-19.9,NA,16879.7,NA,94.3,RiekGeiser,PlantSeed,G,1,T/TR,N,0,0,0,-31.4,-26.8,-30.5,-30.2,17.25349118,2.37216,41.4,32.7,37.3,36.29,5.327054391,4.00302,61.76984961,-17.98169903,NA,972
Alopex lagopus,Carnivora,Vulpes lagopus,Alopex_lagopus,Mammal,3970,37.5,5,NA,2141.038889,NA,11.96111111,RiekGeiser,NA,NA,NA,P,N,0,1,0,-45.8,-34.9,-42.6,-41.9,8.191784632,6.07866,24.1,18.8,22,21.4,4.27221938,3.40998,83.62741852,47.29178766,NA,4099
Vulpes vulpes,Carnivora,Vulpes vulpes,Vulpes_vulpes,Mammal,4440,38.7,8,NA,1500.119444,NA,8.380555556,RiekGeiser,VertFishScav,G,1,Y,N,0,0,0,-44.8,-32.3,-41.755,-39,11.83906746,7.70952,45.6,30.3,41.3,38.7,9.348544769,8.74734,74.04971314,12.59130573,NA,3810
